character,line
Troy,"The only thing that makes sense is this. Learning. Thoughts. So I can think, and get a student loan, and grind my own coffee, and understand HBO."
Jerry,"You don't have to do that, kid. You're special."
Jerry,You could be a plumber! You could be a plumber.
Abed,Hey.
Jerry,Hi.
Shirley,"Okay, so we know three kinds of verbs, which took 40 minutes."
Britta,"At this rate, if we don't sleep or pee, we can cover about 10% of the exam."
Troy,"And if it's multiple-choice, 25% of our guesses will be right."
Pierce,"Actually, that's a lot of right answers when you're guessing almost everything."
Jeff,"I don't want to sound like a defeatist, but we're defeated. Face it. Why even take the exam? We're all gonna be retaking Spanish this fall."
Annie,Hmm.
Jeff,What was that?
Annie,I don't know.
Jef,"I said ""Retake Spanish"" and everyone went ""Ugh,"" and you went ""Hmm."""
Annie,Maybe it's one of those recessive genes. I can also curl my tongue. Who else?
Jeff,Annie ratted out Chang.
Annie,What?
Jeff,You made this happen because you're obsessed with all of us being together next year.
Annie,I wouldn't say I was obsessed.
Jeff,Permission to treat the witness as hostile.
Pierce,I'll allow it.
Jeff,Did you record yesterday's Spanish class?
Annie,I don't think so.
Jeff,Abed?
Abed,"You said you record all your classes. Pierce called it a ""spoiler alert."""
Jeff,"You heard Chang tell me he was bogus, and then dropped the dime because you would do anything to keep this group together, because you are insecure. Because you didn't get hot until after high school."
Troy,That's true!
Annie,Fine! I did it.
Britta,"For real, Annie?"
Shirley,"Oh, Annie."
Troy,Someone make her a dude so I can punch her.
Annie,Go ahead and hate me! It's better than what was going to happen. We were all gonna drift apart and you were all too cool to do anything.
Britta,"Maybe not too cool, maybe just, you know, not psycho enough."
Abed,"Yeah, a little crazy."
Troy,You're a psycho.
Jeff,"Now she is going to make the Disney face. Her lip is gonna quiver and her eyes will flutter, but they won't ever actually close. But do not feel sorry for her. She stole a year of our lives, and we're right to be pissed."
Shirley,"Oh, Annie."
Jeff,"No! No. Everyone close their eyes. Do it. Close them. Abed, close."
Abed,"Oh, don't worry about me. I can only connect with people through... movies."
Jeff,She's the Ark of the Covenant!
Annie,"You guys, I'm sorry! I only did it so that we could stay friends."
Jefd,Picture her as Paul Giamatti!
Pierce,"Aw, he... he's..."
Jeff,"Friends don't do what you did to us. Did the Sisterhood of the Traveling Pants poison each other's food so they were too sick to leave? No! I've never seen it, but I'm pretty sure they mailed each other pants!"
Annie,I said I was sorry!
Jeff,Who cares if you're sorry? We're still screwed! Be sorry about this stuff before you do it! Then don't do it! It's called growing up!
Shirley,"Annie, we were still gonna see each other all the time."
Annie,That's what my rehab group used to say. The only one that keeps in touch is the guy that sells jewelry made out of bottle caps. I had hoped that this group would amount to more than passing hellos and whatever the hell this is!
Jeff,Nobody even think about going after her. That's what she wants. More personal drama so we fail the exam and stay in Spanish forever. We have to beat her. Don't text her. Don't call her. Don't mention her. We do not need her to study. Does anybody know how to study?
Abed,Annie usually...
Jeff,Whose side are you on?
Dean Pelton,"Happy finals week, Greendale! Continuing our stress-reducing nature sounds, that's cut five from ""Sounds of the Serengeti."" Here's a b-side from that album, antelope slaughter at Ndutu."
All,"Ah! Oh, God. Did we miss the exam?"
Abed,No. It starts in 40 minutes.
Troy,"Um, I can't wake up Pierce. Is this gonna take an unexpected turn?"
Jeff,You have to know how to do it. Discrimination lawsuit.
Pierce,Preposterous!
Shirley,Should we call Annie?
Jeff,Absolutely not. Keep your eyes on the prize and let her grow up. I'll see you all at the exam.
Shirley,"Wait for me, Britta."
Abed,I was with you in the bathroom yesterday.
Troy,You're with me everywhere.
Abed,"Troy, I know you could be a plumber."
Troy,"I'm not gonna be, okay? I'm gonna be sophisticated and have no job, or a job that looks from a distance like I do nothing."
Abed,"Troy, you know what the best part of my day is? For about 10 seconds from the time I sit down in Spanish to the time I look at your desk, 'cause I think ""Maybe ill look and he won't be there."""
Britta,"Between our studying for 12 hours and Pierce being asleep for 11 of them, I think we may actually stand a chance."
Shirley,"My horoscope predicted suffering. No, no. That's good. Horoscopes are the devil trying to trick us. Mm-hmm. Oh. Okay."
Troy,Yeah. That make you happy?
Abed,Why aren't you at your desk?
Troy,'Cause I don't want to sit near you Because you're a bad friend.
Abed,Oh.
Troy,He said the best part of his day is when he thinks I won't be there.
Shirley,"Abed, what a terrible thing to say."
Abed,It's from a movie.
Shirley,"Well, then the movie it's from is terrible. Where's Annie?"
Shirley,"Oh, I sent her a text, but she hasn't responded yet."
Jeff,"Shirley, what did I tell you? Don't play into her ploy for attention."
Shirley,Oh.
Jeff,What does it say?
Shirley,"Uh, she... she says she's fine. And this isn't a ploy for attention. She's sorry. She does need to grow up. Starting by making things right with Chang."
Jeff,"Oh, no."
Pierce,What?
Jeff,He'll k*ll her.
Dr. Escodera,"Senor Winger, please sit down."
Jeff,Our friend is dying!
Britta,Annie is dying? Let's go! Hurry!
Dr. Escodera,"If you leave, you will all fail the exam!"
Jeff,Who cares about a stupid exam? We're a study group.
Troy,And Annie's our friend.
Shirley,"Tell her, Troy!"
Pierce,Land of fire.
Starburns,"Uh, I'm friends with Hannah too. The whole class is. And you can't have an exam without a class. Right, guys? We love Hannah! We love Hannah!"
Voice,Nooooooo! Nooooooo!
Shirley,"Oh, no! The devil told the truth!"
Voice,Oh! Oh! Nooooooo!
Chang,"Whoa. Winger, what the hell?"
Jeff,What was that screaming?
Chang,I was showing Annie the magic of electronic sampling.
Voice,No... no... no... no... no... no... nooooooo!
Jeff,We thought you were murdering her.
Chang,No. Annie getting me fired was the best thing that ever happened to me. She's helping me replan my life. She's got a real mind for stuff like this.
Annie,We're gonna find Ben a job so he can stay at Greendale as a student and work on his teaching degree.
Chang,"And music classes. You know? Maybe get the band back together, huh?"
Shirley,"Oh, listen to that."
Britta,Yeah. Music lessons would be great for you.
Chang,"Oh, thanks, Britta. Now go pass that test."
Annie,"Well, it was kind of easy, right?"
Jeff,"Yeah, I think I might've passed."
Annie,"Jeff, I can never forgive myself for what I did."
Jeff,"Look, I treated you like a child for having feelings. Maybe because that's, you know, when I stopped having them. But you shouldn't. You don't have to be a kid to admit that you like people. And you don't have to dress like this to grow up. You... you look like a travel agent."
Annie,You don't like it? I was going for more of a professor thing. What? Why? What? Nothing.
Troy,I think I got half of it. Which got me through the half I didn't.
Abed,"Uh, like the first season of The Wire."
Troy,"Exactly the... ah, hell, I can't stay mad at you."
Shirley,I think I nailed it.
Britta,"Oh, me too."
Shirley,Oh!
Shirley,"I'm feeling pretty confident, everybody. I think we're gonna make it."
Jeff,"Still, we should plan for the worst-case scenario. 'Cause if we do all pass, that means next year, we won't have a class together. So we're gonna need a backup. Anthropology? Anthropology? Anthropology? Anthropology? Anthropology? Anthropology."
Abed,Anthropology. Anthropology. I want you to be in my next film.
Abed,"Okay. Barnes,"
Troy,"68. Bennett,"
Shirley,"81. Oh! Edison,"
Annie,"95. Yeah. Hawthorne,"
Pierce,"70. Nadir,"
Abed,"85. Perry,"
Britta,"79. Winger, Jeff... I'm sorry, Jeff. I'm sorry for the half-hearted mislead. 80. We all pass Spanish!"
Annie,"Not to take anything away from anyone, but didn't the test seem extra easy?"
Shirley,I don't know.
Pierce,"Hey, thanks... for making it easy."
Dr. Escodera,I was going to say the same to you... but you were gone before breakfast.
Pierce,I'm an early riser.
Dr. Escodera,I'll say.
