character,line
Abed,"So, I sold of few of my action figures and bought a round trip ticket to Los Angeles."
Jeff,"Wait, what, you went? When?"
Abed,"Over spring break. What could I do? Two days after I got that invitation, I was on the set of"
Jeff,"Look, if you want me to take it seriously, stop saying its name."
Abed,"You laugh, Jeff, but the people were wonderful. You know, not just the actors, but the crew. Everyone. There must have been 200 people, each with a specific function, but all dedicated to a single purpose. It was like a village or, like a living thing. You know, I'm talking to the director and he says, ""Why don't you jump into the background?"" I say, ""Nah, wait a minute. Jump into the background of what exactly?"" He says, ""Jump into the background of this scene. Walk through it. Walk through Cougar Town."" Thank you. Well, before I can react, this girl takes me by the hand and stands me behind this patio where Courtney Cox and the actors are doing their scene. The girl says, ""Now, when you hear 'action,' I want you to walk from here to there."" That's when I really started to panic, Jeff, because if I'm a person that watches"
Jeff,Um...Your food's getting cold.
Abed,Oh. How silly of me.
Chang,Hmm. Wondering if Abed's new best friend also got him the best gift?
Troy,"I got Abed the best gift. I'd tell you what it is, but it's an even cooler secret."
Brian,"Britta, you promised that this private party would be done by 8. You're doing this during the peak business hours for nostalgic-themed diners."
Annie,"Oh, it that true? Has that been researched?"
Brian,"It has, Annie. After they get frightened by the evening news, many seek the comforting foods and soothing music of a pre-racial America."
Britta,"I'm sorry, Brian. They're just a little late. I'll give you all of my tips from my next shift."
Brian,"Oh, your tips. All your tips? Wait, wait, all of them? Like, all the tips the customers leave for you? Wow. Is there any way we can go ahead and spread that over two years so I don't get slammed on my taxes?"
Shirley,"Oh, my goodness."
Annie,I know. Everyone hates Britta.
Shirley,Mm-hm.
Abed,"Of course, you know the real point of that story."
Jeff,"I don't, but that's okay. Chew."
Abed,"The point is, I'd been a fool."
Jeff,No. Everybody poops their pants.
Abed,"I was a fool long before that. You know, I look back at my life and think, ""Who was that? Why did he care so much about so many things that didn't matter?"""
Jeff,Yeah. Who needs
Abed,"Who needs any pop culture what so ever? TV, movies, to hell with all of it. You know what I was, Jeff? I was that wallet. On the surface, a reference to some cinematic drivel, but on the inside, empty."
Jeff,But you love Tarantino.
Abed,"No, no, not anymore. That's why I wanted to have this dinner with you. This is the first birthday of my new life. You know, the wallet's cute, Jeff, but I'd like to exchange it for a better gift. I'm not leaving here until you've given me my first real conversation."
Jeff,Yay?
Jeff,"You wanna have a real conversation? Here's as real as I get under the circumstances. It's nice you've learned to dial back your love of TV. But I'd like you to come have a milkshake with me. But before you do, I'd like you to remember how much you enjoy"
Abed,Pulp Fiction
Jeff,You think pointing that out counts as a real conversation? You know how many fake people are talking about how fake the world is right now.
Abed,"OK, I new at this so can you start our real conversation?"
Jeff,"I don't believe there's such a thing. Conversation was invented by humans to conceal reality. We use it to sweet-talk our way around natural selection. You know who has real conversations? Ants. They talk by vomiting chemicals into each others' mouths. They get right down to brass tacks. Bleh. ""Which way's the picnic?"" Bleh. ""That way."" Humans are more evolved. We lie."
Abed,Not all the time.
Jeff,That's a lie.
Abed,We don't lie when we're alone.
Jeff,Biggest lie ever. Nine out of 10 lies occur six inches away from the bathroom mirror. We do most of our lying alone.
Abed,How's it even possible to lie when you're alone?
Jeff,You can call a phone-sex line. That's lying to yourself.
Abed,That's just being honest with a stranger about being lonely.
Jeff,What if you're dishonest about why you're lonely? What if you're a good-looking guy who calls a phone-sex line and tells them he weighs 400 pounds just so he can hear a woman say she's attracted to him anyway?
Abed,I don't believe that happens.
Jeff,Wrong. That's me. I did that last week.
Abed,What? Why would you pay a woman on the phone to think you're fat?
Jeff,"Because I'm scared that if I were overweight that no one would like me. God, that feels good to admit. Abed, the point being...the point being, you don't have to worry about being normal or real or whatever this is tonight. The world is a sick place full of sick, sick people. Can I tell you something I've never told anyone else?"
Abed,Yes.
Chang,"It's gotta be so cool, whatever he got him. You know what I'm saying. Winger's a man of means. He's with your boy right now, having a fancy dinner. Baby chickens, diamond forks, brand-name sodas. Then he's gonna bring him back here, give him whatever's in there, and that's that. Troy who? Open it. Open it."
Troy,Is that what I think it is?
Chang,It is. Certificate of authenticity. He must've got it on eBay or something. Jeff got Abed the actual briefcase from the movie
Troy,Eeh.
Britta,What are you guys doing?
Troy,Chang made me open it. He seduced me with his dark Chinese powers.
Chang,Why do you leave him alone with me?
Britta,I am putting my job on the line for this stupid party and the least you can do is not ruin it. No! No! Aw.
Chang,"Dude, I know I'm preaching to the choir, but... you are a bad friend."
Troy,I'll kill you!
Jeff,"And I said, ""No, that's a girl's costume."" And my mom said, ""It's fine. Indian boys have long hair and braids too."" There was only 45 minutes left to trick-or-treat, so what could I do? I put the damn thing on and I went door-to-door. And everyone was going, ""Oh, what a pretty little girl."" And by the third house, I stopped correcting them. I mean, why draw attention to it? And honestly, once the shame and the fear wore off...I was just glad they thought I was pretty. God, this is incredible. I mean, to be able to talk this openly. I mean, why can't people be like this? I mean, what's wrong with this world? What do you want?"
Pierce,So this is what you're doing while we wait.
Jeff,"Go home, Pierce. The party's canceled."
Pierce,"Pretty gay, man. Pretty gay."
Abed,Why is Pierce dressed as the gimp from
Jeff,"Ah, pfft."
Abed,"The wallet, milkshakes. Did you set up a surprise"
Jeff,"Yeah, at the Greasy Fork, but it doesn't matter now. What matters is this. Talking."
Waiter,Everything okay?
Abed,"Yes. Just the check, please."
Waiter,"Oh. I'm sorry. So you're ending early? Because, in"
Abed,"Check, check, check. Bye."
Jeff,Abed?
Abed,Mm-hm.
Jeff,What's
Abed,"It's just a movie about, uh, two guys talking at a restaurant."
Jeff,So this wasn't a real conversation? You were doing another movie?
Abed,A movie about a real conversation.
Jeff,Did you poop your pants on the set of
Abed,That shouldn't matter.
Jeff,This is why we don't hang out.
Britta,"Well thanks for getting me fired, jerks. The party's over."
Abed,"Cool, cool. Cool, cool, cool."
Jeff,"Yeah, it is. Do you guys know where Abed's really cool present is? Because I'm returning it."
Troy,"Um...it's back at the diner. It's fine. It probably just needs some detailing. Man, I really wish you two got along better. Oh, no-no juice. Oh, that's good no-no juice."
Jeff,I'll give you $1200 for the damages if you promise to give Britta her job back.
Brian,Eight hundred and she stays fired.
Jeff,Deal.
Abed,Annie told me about the briefcase. Thank you.
Jeff,What a waste.
Abed,Not really. Did you buy it from Willy's 100% Authentic Cinema Treasures on eBay?
Jeff,Yep.
Abed,"Yeah, Willy exaggerates. I got Indiana Jones' real whip from him. He moves about 70 of those a year."
Jeff,"Oh, good. I thought I flushed a bunch of money down the toilet but it's great to know that the real"
Abed,You're mad at me.
Jeff,"I spent a week planning a party just to make you happy. And then I bailed on the party and ruined it, again, just to make you happy. It turns out while I was wasting time trying to make you happy, you were making yourself happy all over everyone else by doing yet another stupid movie spoof."
Abed,"I prefer the term ""homage."" It wasn't about making me happy. I chose"
Jeff,You think I've been avoiding you?
Abed,"You and I hung out more last year. It makes sense. Everyone else is growing and changing all the time, that's not really my jam. I'm more fast-blinking, stoic, removed, uncomfortably self-aware type. Like Data or Johnny 5 or Mork or HAL or K.I.T.T. or K9 or Woodstock and/or Snoopy. Of course, Spock probably goes without saying."
Jeff,"I don't need you to grow or change. And, take it from someone who just had a meaningless one. Sometimes emotional breakthroughs are overrated. And, seriously, I need you to keep a tight, heavy lid on the little Indian girl story."
Abed,Sure.
Jeff,"Tight, heavy lid."
Abed,"Cool. THL. Still friends? Because nobody paid for dinner at the restaurant, and I do not have this kind of money."
(narration),I went back to pay the bill. The restaurant was closed.
Study Group,Surprise!
Abed,Surprise.
(narration),"It was Abed's idea. The group had stayed behind to salvage the party. The waiter had felt bad for spilling the beans about Abed's homage, so he let us stay. As parties go, it was quiet, dark and a little lame. We'd had better parties and we'd had worse parties. But I doubt I'll ever forget"
Abed,Thanks.
Troy,"Abed, please, allow me."
Abed,Okay. Thanks. Let me see. Mmm. That's not good.
Troy,"They said ""market price."" What market are you shopping at?!"
Abed,I'm going to run.
Troy,Me too.
Abed,Okay.
Troy,On three.
Abed,One.
Troy,Two.
Abed,Three.
